Name_ENG;Name_AR;CR;Category;Website;Instagram;Twitter;Email;Phone Number;Activity;Rating;Num_Ratings
montagaty;تطبيق منتجاتي;2051039210;حلول إلكترونية;https://montagate.net/;;;abdr731@hotmail.com;558085582;Active;0;0
maeawinuk;معاونك;;تسويق إلكتروني;https://maeawinuk.com/;https://instagram.com/maeawinuk;https://twitter.com/maeawinuk;maeawinuk@gmail.com;503998836;Active;0;0
AtaybALbaiT;أطايب البيت;2050146392;تسويق إلكتروني;https://salla.sa/ataybalbait/;;;fitting7co@gmail.com;509460273;Active;0;0
PUBG REEM STOREx ;متجر  ريم لبيع حسابات ببجي;;تسويق إلكتروني;https://t.me/rem_60;;;Rempubg@gmail.com;590085896;Active;7.3;3
Rawan x  store;ستور روان لبيع حسابات وشحن شدات ببجي;;تسويق إلكتروني;https://t.me/pubg_rwa;;;Rwaanbg@gmail.com;591649157;Active;10;3
Hooney;عسل السدر البلدي الصافي;;أخرى;https://salla.sa/alnorihoney;;;Mutabalq@gmail.com;534419899;Active;0;0
ALNMQ;النمق;;الحرف والصناعات اليدوية;https://salla.sa/alnmq_sa/;https://instagram.com/alnmq_sa;;alnmq.sa@gmail.com;501410032;Active;0;0
COATED;كوتيد;;مطبخ و مخبوزات;https://salla.sa/coated;https://instagram.com/coated.ksa;;coated.ksa@gmail.com;550223277;Active;0;0
;شركة دلتا الاغذية للتصنيع;;تسويق إلكتروني;https://www.agthia.com;;;ayman.mobarki@agthia.com;544635664;Active;0;0
Kalemat Store;متجر كلمات;1010723647;تصميم وطباعة;http://kalematstore.com/;;;KalematStore@outlook.com;556123560;Active;0;0
EVENTI APP;تطبيق ايفنتي;1010604583;حلول إلكترونية;http://www.eventiapp.com;;;eventiappsa@gmail.com;545550557;Active;0;0
VIOLETTESA;فيوليت كوم;1128181040;تسويق إلكتروني;https://www.violettesa.com;https://instagram.com/violettesacom;https://twitter.com/violettesacom;violettesacom@gmail.com;541015681;Active;0;0
swar amera;سوار اميرا;2511121444;مستلزمات المرأة;https://swaramera.com/;;;alialassaf003@gmail.com;545425679;Active;10;1
Odell store ;متجر اوديل ;1010647769;تسويق إلكتروني;https://odell4.com/;https://instagram.com/odell4_;;odell4.sa@gmail.com;551371890;Active;0;0
MEEMUC;شدات ميم ;;تسويق إلكتروني;https://t.me/MEEMUC;;;meem.sn.94@hotmail.com;548440463;Not Active;0;0
canopus star;النجم سهيل;;أخرى;https://salla.sa/canopusstar;;;Rhoufe3li@gmail.com;552251248;Active;0;0
AHMstore;متجر ايه اتش ام ;2063606849;تسويق إلكتروني;https://ahm-store.com;;;admin@ahm-store.com;566006189;Active;0;0
The Global TV;ذا قلوبل تي في;;أخرى;https://salla.sa/theglobaltv/;https://instagram.com/theglobaltv.sa;;fowzan1020@gmail.com;538482741;Active;10;1
E T R Y;براند عـطـري;;أخرى;https://wa.me/message/Q7HYCMCMWKWTP1;;;al.doogaan@hotmail.com;590980811;Active;0;0
afnanista;افنانيستا;;أخرى;https://afnanista.com/;https://instagram.com/afnanista.store;;info@afnanista.com;560608158;Active;0;0
alanoud perfume;عطور العنود;;تسويق إلكتروني;https://alanoudperfume.com/;;;alanoud.perfumes@gmail.com;502060759;Active;0;0
;مخبز حائل كيتو ;;مطبخ و مخبوزات;https://iwtsp.com/966570071298;https://instagram.com/keetto2030;;keetto2030@gmail.com;570071298;Active;0;0
Cobra bro;كوبرا برو;;حلول إلكترونية;https://salla.sa/essa1997iptvgmail.com/;;;essa1997iptv@gmail.com;569464557;Active;0;0
Calma Pubg;كالما ببجي;;حلول إلكترونية;https://t.me/calmapubg_info;;;rylchi.95@gmail.com;505335776;Active;9.9;11
Asn center;أسن سنتر;;مستلزمات المرأة;https://asn-center.com/;https://instagram.com/asn.center;;Asn-center@hotmail.com;553829126;Active;0;0
Sport Touch;اللمسة الرياضية;;أخرى;https://sport-touch.com;https://instagram.com/sport_touch;https://twitter.com/SPORT_TOUCH0;sporttouch.ksa@gmail.com;582849007;Active;0;0
gold smith;صايغ الذهب للمجوهرات;;أخرى;https://salla.sa/goldsm;;;d4expos.net@gmail.com;590003153;Active;0;0
T shirt;تيشيرت;1132112459;تصميم وطباعة;https://salla.sa/mountain.sa;https://instagram.com/mountaincompany.ksa;https://twitter.com/MountainKSA;mountain.info.sa@gmail.com;553904054;Active;0;0
Mlamhna;ملامحنا;;أخرى;https://mlamhna.online/;;;ssl0@hotmail.com;504407983;Active;0;0
os store1;متجر اوس ;5901720786;إلكترونيات واكسسورات;https://osamah.sa/;;;osaammhh.bus@gmail.com;501797864;Active;0;0
Kubrii;كبري;4030409555;تسويق إلكتروني;https://kubrii.com;;;Ib.ib.ib1993@gmail.com;582700065;Active;0;0
SABBA Telecom;سباع للاتصالات;;إلكترونيات واكسسورات;https://7sabba.com;https://instagram.com/7sabba_sa;;7sabbaa@gmail.com;566841011;Active;10;1
ARTONACCI;آرتوناتشي;;الحرف والصناعات اليدوية;https://artonacci.com/;;;Care@artonacci.com;544777237;Active;0;0
selvertool;العدد الفضية;4030383542;السيارات;https://selvertool.com/;;;Selvertools.est@gmail.com;536663676;Active;0;0
Hoodinecx;هودينكس;;أخرى;https://salla.sa/hoodinecx;;;Hoodinecx@gmail.com;590721732;Active;0;0
DJ SHOP;متجر دي جي;;تصميم وطباعة;https://djshopsa.com;;;ddshop@outlook.sa;502025023;Active;0;0
AHLAN WASHLAN;اهلا وسهلا للتجارة والتسويق;4030380682;تسويق إلكتروني;https://ahlanwashlan.com.sa/;;;info@ahlanwashlan.com.sa;533125754;Active;0;0
The stock;ذا ستوك;1010637246;أخرى;https://thestock.sa/;;;info@thestock.sa;508948188;Active;0;0
Alnasela ;النسيلة;4031248273;أخرى;https://alnasela.com/;https://instagram.com/alnasela;;Alnaseela@gmail.com;544002665;Active;0;0
TeRaG Telecom;تي راق لأتصالات ;;إلكترونيات واكسسورات;https://terag2.com;;;Eymm503@gmail.com;563121503;Active;0;0
tsmym2020;متجر تصاميم مبتكره;;الحرف والصناعات اليدوية;https://www.picuki.com/profile/tsamym2020;;;7saba.9ef@hotmail.com;500643702;Active;0;0
;أوقات للساعات ;;كوافيرة و تجميل;https://salla.sa/yux.sall.sa;;;yy332278@gmail.com;580056383;Active;0;0
Tlydah;تليده;1010698734;مستلزمات المرأة;https://tlydah.com/;;;Tlydahbeauty@gmail.com;503558718;Active;0;0
;مؤسسة حبات الهيل التجارية;;أخرى;https://habatalhill.com/;;;habatalhill@gmail.com;597276602;Active;0;0
Alnajm E Marketing;النجم للتسويق الالكتروني;4032235664;تسويق إلكتروني;https://salla.sa/alnajm/;;;A9000go@gmail.com;566767688;Active;0;0
abdalhadi alqhtani;متجر فك ايكلاود ;;حلول إلكترونية;https://whatsapp.com/biz/;;;kasser_1@outlook.com;501237756;Active;10;1
Beach Plz Shop;بيتش بليز شوب;4030418831;أخرى;https://beachplz.shop;;;yara@vanguardcreative.xyz;551238767;Active;0;0
dars platform;منصة درس التعليمية;4030310117;خدمات أكاديمية;https://dars365.com;;;Dars365Online@gmail.com;555047157;Active;0;0
SASM;ساسم;;إلكترونيات واكسسورات;https://salla.sa/sasm/;;;ahmed.aa.1418.aa52@gmail.com;553149560;Active;0;0
Free pubg widgets;شحن شدات ببجي وعرض حسابات;;تسويق إلكتروني;https://t.me/alaz112;;;ba1239133@gmail.com;502278787;Not Active;0;0
hihomey ;متجر هاي هومي;1010328862;أخرى;https://www.hihomey.net;;;care@hihomey.net;537477789;Active;0;0
pubg accounts sale store;متجر البيع حسابات بوبجي;;أخرى;https://t.me/joinchat/RgJxdn4J2r0ERJZi;;;iii9900iii0000@gmail.com;591169305;Active;8.8;20
Zahra store for accessories design;متجر زهره لبيع الإكسسورات;;الحرف والصناعات اليدوية;https://zahorstore.com/;;;Z11550z@hotmsil.com;543475564;Active;0;0
tharb;متجر ذرب;5850131832;إلكترونيات واكسسورات;https://salla.sa/store_tharb;;;s.thar.sa@gmail.com;533449453;Active;0;0
kids skills ksa;مهارات الاطفال ;1010524258;أخرى;https://kidsskillsksa.com/;;;kisd.skills.ksa@gmail.com;501772433;Active;0;0
smart line Atayeb for catering services Est;مؤسسة أطايب خط الذكاء لخدمات الاعاشة;1010669534;مطبخ و مخبوزات;https://www.atayebkitchen-sa.com;;;info@smartline-sa.com;569280644;Active;0;0
script;سكربت;;أخرى;https://salla.sa/script/;;;aakhald02@gmail.com;558868040;Active;0;0
Storee Ksa;متجر ك إس اي;;تسويق إلكتروني;https://almasa1.com/;;;m14noo@hotmail.com;500140316;Active;0;0
FAHADZ STORE;متجر فهدز;;أخرى;https://salla.sa/fahadz;;;almhajjer1@gmail.com;597409999;Active;0;0
XO;اك او;;مستلزمات المرأة;https://salla.sa/xxoostore;;;Alanoodaldwish11@gmail.com;537452987;Not Active;0;0
Gift abdullah;عبدالله للهدايا;;تسويق إلكتروني;https://salla.sa/gift_riyadh1;https://instagram.com/gift_riyd88;;Aboodhamadd44@gmail.com;537394475;Active;0;0
Mesh store;ميش ستورر;;تسويق إلكتروني;https://t.me/httpsmjeed010;;;Meshstore090@gmail.com;559953790;Not Active;2;1
 Sumaah Aeilania;سمعه اعلانية;4030418484;تصميم وطباعة;https://salla.sa/www.sumaah.est.com;https://instagram.com/sumaah.sa;;sumaah.sa@gmail.com;544110186;Active;0;0
walimah stor;متجر وليمه;;مطبخ و مخبوزات;https://salla.sa/walima;;;sul30malki@gmail.com;532325208;Active;0;0
KAVE Store;كيف ستور;;تسويق إلكتروني;https://kavestore.com;https://instagram.com/kavestoree;;kkavestore@gmail.com;536868536;Active;0;0
Shopping with basher;التسوق مع بشاير ;;أخرى;http://shoppingwithbashayr.business.site;;;bdk.alkhammash@hotmail.com;596564082;Active;0;0
Sera store;سيرا متحر;;تسويق إلكتروني;https://t.me/joinchat/ChtOs0Euu7lmNzdk;;;Poffbbg@gnail.com;509707710;Not Active;0;0
winv;وينف;;تسويق إلكتروني;https://winvsa.com;https://instagram.com/winv_sa;https://twitter.com/Winv_sa;c@winvsa.com;501053608;Active;0;0
Abad;كسختك;;تسويق إلكتروني;https://t.me/Abaccs;;;Abdlij@gmail.com;547557134;Not Active;7.7;7
Othuk Aldiriyah;عذوق الدرعية للتمور;;أخرى;https://salla.sa/kingdom_ars/;https://instagram.com/othuk_aldiriyah;;abdulilahsa23@gmail.com;508000331;Active;0;0
Mega Shirt;ميقا شيرت;;أخرى;https://salla.sa/mega_shirt;https://instagram.com/mega_shirt;;yosr.rambo@gmail.com;539411817;Active;0;0
Dev Store;ديف ستور;4032042266;حلول إلكترونية;https://dambi.co;;;sales@dambi.co;531022311;Active;0;0
NUN STORE;ستور نون;;إلكترونيات واكسسورات;https://nunpubg.com/;;;Nou_f_3@outlook.com;501061637;Active;10;1
Salena store;متجر سلينا;4031249263;تسويق إلكتروني;https://salla.sa/calena.com/;https://instagram.com/stor_salena;;hla251@hotmail.com;508303546;Active;0;0
FIGWE;فيجوي;;حلول إلكترونية;https://www.figwe.com;;https://twitter.com/figweco;info@figwe.com;569699979;Active;0;0
Closed case;قضية مغلقة;;أخرى;https://closedcase-sa.com/;https://instagram.com/closedcase.sa;;Closedcase.sa@hotmail.com;533384876;Active;0;0
code to followers;متجر رمـــز لزيادة المتابعين;;حلول إلكترونية;https://salla.sa/rmz-sa/;https://instagram.com/rmz_media;;arabf97777@gmail.com;565046261;Active;0;0
Bahara App;تطبيق بحارة;4700113598;أخرى;http://www.baharaa.com/;;https://twitter.com/Baharaboot;info@baharaa.com;557097812;Active;0;0
Elevate;شركة الإرتقاء الحديث للديكور;4030419370;أثاث وديكور;https://elevate-arch.com/;https://instagram.com/elevate_arch;https://twitter.com/Elevate_Arch;info@elevate-arch.com;582226446;Active;0;0
Deer abayaah ;عباية الغزال;;مستلزمات المرأة;https://www.deerabayaah.com;;;Deer.abayaah@gmail.com;500350328;Active;0;0
;مؤسسة غرب الاحتراف لتقنية المعلومات;4702101561;تسويق إلكتروني;https://sites.google.com/view/westprofi;;;wepro5000@hotmail.com;532092891;Active;0;0
Arabic women ;متجر المرأة العربية اوت لت ;1134101053;مستلزمات المرأة;https://www.arabicwoman.com.sa/;;;arabicwoman.com.sa@gmail.com;508145311;Active;0;0
Panda storee;حسابات الباندا;;تسويق إلكتروني;https://pandapubg2.com/;;;kaka911_2010@hotmail.com;535305609;Active;0;0
abayatalmutahajbat;عبايات المتحجبات ;4030269159;مستلزمات المرأة;https://abayatalmutahajbat.com/;https://instagram.com/almutahajbat;https://twitter.com/almutahajbat;almutahajbat@gmail.com;567677463;Active;0;0
Qawarat platform for information systems technolog;مؤسسة منصة قوارب لتقنية نظم المعلومات;4650214816;أخرى;https://qauareb.com/;;;waseetplatform@gmail.com;500511721;Active;0;0
Fasila  farming Platform Corporation;مؤسسة منصة فسيلة الزراعية;4650231135;أخرى;https://faseelah-app.com/;;;waseetplatform@gmail.com;500511721;Active;0;0
OOODY;او دي;2050121989;تسويق إلكتروني;https://ooody1.com/;;;mozn1.hsk@gmail.com;557730962;Active;0;0
The Soup Bouquet Establishment ;مؤسسة باقة صابون التجارية;;الحرف والصناعات اليدوية;https://www.baqat-saboun.com;;;Baqatsaboun@gmail.com;536468634;Active;0;0
Loud creative ;لاود الابداعية;;تسويق إلكتروني;https://loudcreative.net/;;https://twitter.com/loud_creativesa;Info@loudcreative.net;552978405;Active;10;4
Azura;ازورا;4650220414;مستلزمات المرأة;https://azurasa.myshopify.com/;;;azurasacall@gmail.com;580164210;Active;0;0
Jsjdid;وينبن;;أخرى;https://t.me/VF_;;;cdf13@gmail.com;552974265;Active;8.3;33
online website;كراتين;;أخرى;https://www.krteen.com;;;krteens@gmail.com;566304582;Active;0;0
la tazza;لا تازا ;;أخرى;https://salla.sa/latazza.com/;;;latazza.store@gmail.com;505133861;Active;0;0
7ekayh;حكاية 1;;الحرف والصناعات اليدوية;https://7ekayh.com;;;7ekayh.store@gmail.com;505381594;Active;0;0
LAM MACRAME;لام مكرمية;;الحرف والصناعات اليدوية;https://salla.sa/lam.macrame/;https://www.instagram.com/lam.macrame/;;LAM.Macrame2021@gmail.com;543357708;Active;0;0
month at almohrah;منتجات المهره ;;مستلزمات المرأة;https://www.maroof.sa;;;zeezo2510@gmail.com;530406298;Active;0;0
eveningqueen oil;متجر  ايفنج كوين;5850122754;أخرى;https://salla.sa/evening-queen/OXrDEm;;;info@evening-queen.com;591055818;Active;0;0
Pro Diet;الدايت الاحترافي;;أخرى;https://is.gd/DaA34P;https://instagram.com/pro1diet;;Pro1diet@gmail.com;551009950;Active;0;0
Help Hubs;مؤسسة محاور المساعدة;2050240634;أخرى;https://www.abrajalwahaj.com/;;;info@abrajalwahaj.com;506585571;Active;10;1
thameenaloud;ثمين العود;4030370050;أخرى;https://thameenaloud.com/;;;thamenaloud@gmail.com;555593851;Active;0;0
Mwhah store;موهاا ستور;;تسويق إلكتروني;https://t.me/n7fer;;;wsytwsyt12@gmail.com;559953790;Not Active;10;1
MC ACCOUNTS;متجر ماكرينا ;;تسويق إلكتروني;https://t.me/MC_gfhAconnts;;;ana1ghadir@hotmail.com;566029615;Not Active;10;18
almadina optical;نظارات المدينة ;1010081322;أخرى;https://almadinaopt.com/;;;ahmed.hashem@almadina.com.sa;530056386;Active;0;0
Ishraq Platform ;منصة اشراق;4030418672;تسويق إلكتروني;https://ishraq.org;;;Ishraq_customercare@hotmail.com;578494961;Active;0;0
CLICS STORE;متجر كلكس;;إلكترونيات واكسسورات;https://clicsstore.com/;;;clics.uno@gmail.com;500161237;Active;0;0
waheb store;متجر واهب;2050143828;أخرى;https://wahebstore.com;;;manager@lionek.com;509709992;Active;0;0
ALMAHA FOR OUD AND BAKHOOR;متجر المها للعود والمعمول;;أخرى;https://salla.sa/maha.oud;https://instagram.com/almaha_oud1;https://twitter.com/almaha_oud40;gmela0987@gmail.com;583774719;Active;0;0
HN For Laser ;إتش إن لأجهزة الليزر المنزلي;;مستلزمات المرأة;https://twitter.com/hnn611;;https://twitter.com/hnn611;hanoufsaad99@gmail.com;558795467;Active;0;0
Agricultural Cooperative Society in AlQunfudhah ;الجمعية التعاونية الزراعية بمحافظة القنفذة;;تسويق إلكتروني;https://www.aca2030.com;https://instagram.com/qunfudah1493;https://twitter.com/qunfudah1439;qunfudah1439@gmail.com;504966449;Active;0;0
accounts sales;الجـوكر لحسابات لعبة ببجي موبايل;;أخرى;https://t.me/Joker2021PUBG;;;alsultan-forex@hotmail.com;556627134;Active;0;0
;شوماركت ;;إلكترونيات واكسسورات;https://salla.sa/shomarkt.com;;;alharbiadil40@gmail.com;556964478;Active;0;0
yaqootaa;ياقوته;;أخرى;https://yaqootaa.com;;;meemo8345@gmail.com;554198816;Active;0;0
Flirid;مبنبنبه;;أخرى;https://t.me/V;;;mohammel@gmail.com;561198736;Active;7;8
Lavendura;لافندورا;2062618311;أخرى;Https://www.lavendura.com;;;Sultan_ee@hotmail.com;532226121;Active;0;0
Rshft alasal 1;رشفة العسل 1;;أخرى;https://salla.sa/rshft_alasal/;https://instagram.com/rshft_alasal;;abdu-260026a@hotmail.com;504706680;Active;0;0
Your way 2 STEP;طريقك للستيب;;خدمات أكاديمية;http://yourway2step.teachable.com/;;;Toka.Akrad@gmail.com;550073727;Active;10;1
hoot alwatan trading est;حوت الوطن التجارية;2062617946;تسويق إلكتروني;http://www.hootksa.com;;;hootwksa@gmail.com;568167000;Active;0;0
DmartSA;متجر دي مارت;;تسويق إلكتروني;https://d-mart.net/;https://instagram.com/dmartsa;;D.mart4care@gmail.com;503050336;Active;0;0
Beautys Look;نظرة الجمال;5900126491;مستلزمات المرأة;https://beautylo-ok.com/index.php?route=common/home;;;Myolah-2013@hotmail.com;533464679;Active;0;0
LEARY;لـــيـــــــــــري;1010575985;أخرى;https://learysa.com;;;learyksa@gmail.com;544613717;Active;0;0
Zooz oil;زيت زوز ;1010722717;مستلزمات المرأة;https://www.maroon.sa;;;Zoo.al.alswelm@gmail.com;500359678;Active;10;1
Queen Cool;كوين كول;1010636181;مستلزمات المرأة;https://queencoool.com/;https://instagram.com/queencoool;;queeencool21@gmail.com;567108770;Active;0;0
Store selling widgets recharge acc;مممم;;أخرى;https://t.me/PU;;;pubgameer55@gmail.com;576480330;Active;10;10
Mykitchen0;مستلزمات مطبخي;;أثاث وديكور;https://salla.sa/my.kitchen1_;;;My.kitchen110@gmail.com;554554380;Active;0;0
LOLO2030;لولو٢٠٣٠;;تسويق إلكتروني;https://salla.sa/lolo_2030/;;;Moo1000000@hotmail.com;501211698;Active;0;0
DOLAN;دولان;1010722352;مستلزمات المرأة;https://dolansa.com/;;;dolanlehather@gmail.com;500243453;Active;0;0
Balbid Store;بالبيد;1010679841;أخرى;http://www.balbid.com/;;;msbalbid.store@gmail.com;500561180;Active;0;0
;مسوقة اون لاين ;;تسويق إلكتروني;https://www.blogger.com/blog/posts/4989459811543499575?hl=ar&tab=jj;;;meem_47@outlook.sa;500226945;Active;0;0
Pandoo;باندوو;;أخرى;https://salla.sa/pando;;;pandolam15@gmail.com;581448905;Active;0;0
karakibint;كراكيب العالمية ;1010681335;إلكترونيات واكسسورات;https://zid.store/karakibint;;;zain@karakibint.com;501507404;Active;0;0
aksswar Selling mobile phone accessories and acces;اكسسوار لبيع الاكسسوارات وملحقات الجوال;1010721965;تسويق إلكتروني;https://aksswar.com/;https://instagram.com/aksswarshop;https://twitter.com/aksswarshop;hreak11@gmail.com;544841123;Active;0;0
sook point website;موقع نقطة السوق;;أخرى;https://sookpoint.com;https://instagram.com/sookpoint;https://twitter.com/SookPoint;samitrade3@gmail.com;508511557;Active;0;0
alfakraood;الفاخر للعود;;تسويق إلكتروني;https://salla.sa/alfakraood;;;Waq4waq@hotmail.com;504837128;Active;0;0
ksacraftts;حرف للاعمال  والمشغولات اليدوية ;1010698613;الحرف والصناعات اليدوية;https://ksacrafts.com/;https://instagram.com/ksa.crafts;;ksaacrafts@gmail.com;504691072;Active;0;0
HARD PUBG;هارد ببجي ;;أخرى;https://t.me/HardAccs;;;omaarahmad1417@gmail.com;502800723;Active;6;2
99storrre;جمااالنه ستوري;;تسويق إلكتروني;https://t.me/STAR_pPubg;;;cc05530565011@gmail.com;590630688;Not Active;10;2
LAVENDER SA;لافندر اس ايه;;مستلزمات المرأة;https://salla.sa/lavstore/;https://instagram.com/lvnstoree;https://twitter.com/Lvnstore;lavenderstore05@gmail.com;580160691;Active;0;0
Rawad Alnukhbah; رواد النخبة;;أخرى;https://wa.me/966114880171;;;info@alnukhbah.com.sa;501925658;Active;0;0
Mura;موراا;;إلكترونيات واكسسورات;https://salla.sa/mura;;;Muraa2021@gmail.com;581716615;Active;0;0
ODOUR;رائحة;;تسويق إلكتروني;https://salla.sa/odour;;;ODOUR_SA@hotmail.com;556373229;Active;0;0
Jeddah RC Drift Team;فريق حلبة جدة للدرفت;;الحرف والصناعات اليدوية;https://www.facebook.com/JRCDTS/;;;eng.mudeer@gmail.com;545907030;Active;0;0
Alshahad ;الشهد للمباخر الإلكترونية ;5906332477;إلكترونيات واكسسورات;https://salla.sa/ebg;;;alsha7d.l@gmail.com;556891677;Active;0;0
STORE KHAlED PUBG 1;متجر خالد ببجي 1;;تسويق إلكتروني;https://t.me/A2QSK;;;molawaaaazx@gmail.com;558634938;Active;0;0
Cave of Wonders for Information Technology;مؤسسة كهف العجائب لتقنية المعلومات;2251053072;إلكترونيات واكسسورات;https://wondercave.sa/;https://instagram.com/cahf_alajaeb;;cave.of.wonders.ta@gmail.com;546668111;Active;0;0
Raacare;راء للعناية ;;مستلزمات المرأة;https://salla.sa/raa.care;;;Rahaaf-1997@windowslive.com;566671534;Active;0;0
Dallilk;داليلك;4030321205;تسويق إلكتروني;https://dallilk.com;;https://twitter.com/DallilkCom;info@dallilk.com;565036790;Active;0;0
99storre;حسابات نور ستوري ;;تسويق إلكتروني;https://t.me/Mepall1;;;cc05530565011@gmail.com;590623865;Not Active;2;1
Asliyah;أصلية;;تسويق إلكتروني;https://asliyah.com/;;;asliyah359@gmail.com;537929013;Active;10;1
BawSkateboards;بلاك اند وايت سكيتبوردز;;أخرى;https://salla.sa/bawskateboards;https://instagram.com/bawskateboards;;bawskateboards@gmail.com;552244582;Active;0;0
Selling food truck;بيع عربيات فود نرك;4030418569;أخرى;https://s.salla.sa/home/;;;Alamrizahra@yahoo.com;542048488;Active;0;0
Entrepreneurs Foundation for Umbrellas;موسسة رواد الاعمال للمظلات;4030366967;أخرى;https://rwad-alaamal.com/wp-admin/;;;elham.0499@gmail.com;559433926;Active;0;0
;مؤسسة درة فضيات الزهراء;2053011422;أخرى;https://fzsilver.com;;;Fzsilver@hotmail.com;580074787;Active;0;0
Medlz;ميدلز;;أخرى;https://salla.sa/medlz;https://instagram.com/medlz.sa;;yousefswg@gmail.com;537147776;Active;0;0
Beast price bp;بيست برايس لشحن شدات ;;تسويق إلكتروني;https://salla.sa/bestprice07;;;rty050@hotmail.com;508702792;Active;9.5;15
No Signal ;نو سقنل;;تسويق إلكتروني;https://t.me/NoSiignal;;;A.aldogaim700@gmail.com;548541589;Active;10;2
Noufti;نوفتي;;مستلزمات المرأة;https://noufti.com/;;https://twitter.com/NouftiStore;Noufti.store@gmail.com;570678969;Active;0;0
Jufrah;جفره;1010573527;تسويق إلكتروني;https://www.jufrah.com;;;info@jufrah.com;591445169;Active;0;0
TOLY Nat;بوتيك تولاي;;مستلزمات المرأة;http://www.toley.net/;https://instagram.com/toly_nat;;florz07@hotmail.com;566538790;Active;10;2
sport time;وقت الرياضه;;أخرى;https://salla.sa/sporttime;https://instagram.com/salla.sporttime;;salla.sporttime@gmail.com;592176537;Active;0;0
m7 digital card store;متجر امسفن للبطائق الرقمية;;تسويق إلكتروني;https://salla.sa/store.m.7;;;aziad355@gmail.com;507080683;Active;0;0
DANR ;دانر ;;إلكترونيات واكسسورات;https://salla.sa/store_binmarzoq;;;taad717@gmail.om;599131359;Active;0;0
BEST4TV;شاهد فور كي;1010693482;أخرى;https://best4-tv.com;;;tv4arab0@gmail.com;508362032;Active;0;0
WsltKhayr;وصلت خير;;أخرى;https://wsltkhayr.com/?utm_source=M1&utm_medium=M1&utm_campaign=M1;;;WsltKhayr@gmail.com;532288822;Active;0;0
Family Fun ;مرح العائلة ;1010631602;أخرى;https://zid.store/familyfun/;;;Familyfun408@gmail.com;554049093;Active;0;0
the big market;السوق الكبير;;تسويق إلكتروني;https://salla.sa/bazarcom;;;thebigmarket.sa@gmail.com;544988900;Active;0;0
Streamer's designs;تصاميم للستريمز;;تصميم وطباعة;https://salla.sa/id4s/;;https://twitter.com/iD4S_;id4salla@gmail.com;502112502;Active;0;0
;رششة عطر ;;أخرى;https://salla.sa/perfume.spray/;;;eyadshivas@gmail.com;541547374;Active;0;0
playcarrd;بلاي كارد ون;;حلول إلكترونية;https://salla.sa/beest-ksa;;;playcarrd@gmail.com;540200057;Active;0;0
Baroon Store;متجر البارون ببجي;;حلول إلكترونية;https://salla.sa/albaroonstore;https://instagram.com/pubg.accss;;pubgfh0@gmail.com;552001763;Active;0;0
Aiktarna Lak Shop;متجر اخترنا لك;;أخرى;https://aiktarna.com;;;allamalmuslim@gmail.com;508862709;Active;0;0
Alkhayrat Meat;ذبايح الخيرات;;أخرى;https://salla.sa/alkhayrat-meat;https://instagram.com/alkhayrat.meat;;alkhayratmeat@gmail.com;501316774;Active;0;0
Selected Fruits;الثمار المختارة;4030418547;تسويق إلكتروني;https://fruitksa.com;https://instagram.com/fruitksa;https://twitter.com/selectedfruits;info@fruitksa.com;556333119;Active;10;2
Aoujco platform;منصة أوج السعودية;1010949214;حلول إلكترونية;https://www.aoujco-sa.com;https://instagram.com/aoujsa;https://twitter.com/AoujSa;m.almadhor@gmail.com;507782922;Active;0;0
Pelmo perfumes ;بيلمو بارفيوم ;2055130105;كوافيرة و تجميل;https://salla.sa/pelmo_perfumes;;;Pelmo@outlook.sa;556997783;Active;0;0
cleanorganiz;مؤسسة مرتب نظيف للتجارة;1116624027;تسويق إلكتروني;https://salla.sa/cleanandorganized/;https://instagram.com/cleanandorganizd.sa;;Cleanandorganized39@yahoo.com;549787305;Active;0;0
saudi goods store;متجر البظائع السعودية ;;أخرى;https://saudi-goods-store.online;;https://twitter.com/smnahstore;ahmadmcse999@yahoo.com;541330063;Active;0;0
VIP ACCOUNTt AND UCstoorres;قروب في ااي بي حساباات وشحن العاب;;تسويق إلكتروني;https://t.me/pubgviipsell;;;cc05530565011@gmail.com;546768234;Not Active;6.5;23
N forty ;ان فورتي ;;إلكترونيات واكسسورات;https://mycatalog.store/itadom/;;;N40forty@gmail.com;549455292;Active;0;0
UnmWORLD;عالم أونم;1010689826;حلول إلكترونية;https://unm.ai;https://instagram.com/unmworld;https://twitter.com/unmworld;info@unm.ai;540391312;Active;0;0
Modern Gift Shop;متجر الهدية الحديثة;4030418916;تسويق إلكتروني;https://www.moderngiftshop.me;https://instagram.com/modern.giftshop;https://twitter.com/ModernGiftShop;info@moderngiftshop.me;555603831;Active;0;0
honey drops shop;متجر قطرات العسل;;أخرى;https://salla.sa/honeydrops.com;;;khalidmoaddi@gmail.com;502955525;Active;0;0
Tech4diag;متجر فني للتشخيص;2050143836;السيارات;https://www.tech4diag.shop;https://instagram.com/tech4diag;https://twitter.com/tech4diag;technician@tech4diag.com;593213390;Active;0;0
Lamoora;لامورا;;أخرى;https://lamoorastore.com/;https://instagram.com/lamoora.sa;;Lamoorastore@gmail.com;545406297;Active;0;0
Lynxx store;متجر الينكس;;تسويق إلكتروني;https://t.me/pubglynxgsk;;;Lynx@gmai.com;562537790;Not Active;2;2
Differennt Store;ديفرننت ستور;;تسويق إلكتروني;https://t.me/Differeent;;;Defrit@gmail.com;590629704;Not Active;10;1
